# OpenTelemetry Metrics report: .csv, 4 fields # <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.tasksExecuted,1705942800870000000,1705942860865000000,395
AWTEventQueue.dispatchTimeMaxNs,1705942800870000000,1705942860865000000,3440639
NonBlockingReadAction.finalizedExecutionTimeUs,1705942800870000000,1705942860865000000,83615
FlushQueue.executionTimeMaxNs,1705942800870000000,1705942860865000000,473087
AWTEventQueue.eventsDispatched,1705942800870000000,1705942860865000000,456
FlushQueue.waitingTime90PNs,1705942800870000000,1705942860865000000,264191
NonBlockingReadAction.failedExecutionsCount,1705942800870000000,1705942860865000000,0
FlushQueue.queueSizeMax,1705942800870000000,1705942860865000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705942800870000000,1705942860865000000,0
FlushQueue.waitingTimeMaxNs,1705942800870000000,1705942860865000000,3686399
FlushQueue.executionTime90PNs,1705942800870000000,1705942860865000000,134143
AWTEventQueue.dispatchTime90PNs,1705942800870000000,1705942860865000000,292863
FlushQueue.queueSizeAvg,1705942800870000000,1705942860865000000,0.053164556962025315
AWTEventQueue.dispatchTimeAvgNs,1705942800870000000,1705942860865000000,215261.36842105264
FlushQueue.waitingTimeAvgNs,1705942800870000000,1705942860865000000,183861.93417721518
FlushQueue.executionTimeAvgNs,1705942800870000000,1705942860865000000,61221.12405063291
FlushQueue.queueSize90P,1705942800870000000,1705942860865000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705942800870000000,1705942860865000000,24
FileNameCache.totalMisses,1705942860865000000,1705942920868000000,0
FileNameCache.queries,1705942860865000000,1705942920868000000,574
FileNameCache.fastMisses,1705942860865000000,1705942920868000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705942860865000000,1705942920868000000,0
FilePageCache.maxRegisteredFiles,1705942860865000000,1705942920868000000,654
FilePageCache.maxCacheSizeInBytes,1705942860865000000,1705942920868000000,302284800
FilePageCache.disposedBuffers,1705942860865000000,1705942920868000000,0
FilePageCache.capacityInBytes,1705942860865000000,1705942920868000000,524288000
StorageLockContext.competingThreads.90P,1705942860865000000,1705942920868000000,0
FilePageCache.pageFastCacheHits,1705942860865000000,1705942920868000000,0
FilePageCache.pageHits,1705942860865000000,1705942920868000000,0
StorageLockContext.competingThreads.max,1705942860865000000,1705942920868000000,0
StorageLockContext.competingThreads.avg,1705942860865000000,1705942920868000000,0.0
FilePageCache.uncachedFileAccess,1705942860865000000,1705942920868000000,0
FilePageCache.totalPageDisposalsUs,1705942860865000000,1705942920868000000,0
DirectByteBufferAllocator.hits,1705942860865000000,1705942920868000000,0
FilePageCache.pageLoads,1705942860865000000,1705942920868000000,0
FilePageCache.totalPageLoadsUs,1705942860865000000,1705942920868000000,0
DirectByteBufferAllocator.disposed,1705942860865000000,1705942920868000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705942860865000000,1705942920868000000,0
DirectByteBufferAllocator.reclaimed,1705942860865000000,1705942920868000000,0
DirectByteBufferAllocator.misses,1705942860865000000,1705942920868000000,0
FlushQueue.tasksExecuted,1705942860865000000,1705942920868000000,393
AWTEventQueue.dispatchTimeMaxNs,1705942860865000000,1705942920868000000,3112959
NonBlockingReadAction.finalizedExecutionTimeUs,1705942860865000000,1705942920868000000,78418
FlushQueue.executionTimeMaxNs,1705942860865000000,1705942920868000000,473087
AWTEventQueue.eventsDispatched,1705942860865000000,1705942920868000000,452
FlushQueue.waitingTime90PNs,1705942860865000000,1705942920868000000,262143
NonBlockingReadAction.failedExecutionsCount,1705942860865000000,1705942920868000000,0
FlushQueue.queueSizeMax,1705942860865000000,1705942920868000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705942860865000000,1705942920868000000,0
FlushQueue.waitingTimeMaxNs,1705942860865000000,1705942920868000000,1343487
FlushQueue.executionTime90PNs,1705942860865000000,1705942920868000000,140287
AWTEventQueue.dispatchTime90PNs,1705942860865000000,1705942920868000000,333823
FlushQueue.queueSizeAvg,1705942860865000000,1705942920868000000,0.05343511450381679
AWTEventQueue.dispatchTimeAvgNs,1705942860865000000,1705942920868000000,217152.99115044248
FlushQueue.waitingTimeAvgNs,1705942860865000000,1705942920868000000,173507.98982188295
FlushQueue.executionTimeAvgNs,1705942860865000000,1705942920868000000,62332.98727735369
FlushQueue.queueSize90P,1705942860865000000,1705942920868000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705942860865000000,1705942920868000000,28
FileNameCache.totalMisses,1705942920868000000,1705942980861000000,0
FileNameCache.queries,1705942920868000000,1705942980861000000,518
FileNameCache.fastMisses,1705942920868000000,1705942980861000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705942920868000000,1705942980861000000,0
FilePageCache.maxRegisteredFiles,1705942920868000000,1705942980861000000,654
FilePageCache.maxCacheSizeInBytes,1705942920868000000,1705942980861000000,302284800
FilePageCache.disposedBuffers,1705942920868000000,1705942980861000000,0
FilePageCache.capacityInBytes,1705942920868000000,1705942980861000000,524288000
StorageLockContext.competingThreads.90P,1705942920868000000,1705942980861000000,0
FilePageCache.pageFastCacheHits,1705942920868000000,1705942980861000000,2
FilePageCache.pageHits,1705942920868000000,1705942980861000000,0
StorageLockContext.competingThreads.max,1705942920868000000,1705942980861000000,0
StorageLockContext.competingThreads.avg,1705942920868000000,1705942980861000000,0.0
FilePageCache.uncachedFileAccess,1705942920868000000,1705942980861000000,0
FilePageCache.totalPageDisposalsUs,1705942920868000000,1705942980861000000,0
DirectByteBufferAllocator.hits,1705942920868000000,1705942980861000000,0
FilePageCache.pageLoads,1705942920868000000,1705942980861000000,0
FilePageCache.totalPageLoadsUs,1705942920868000000,1705942980861000000,0
DirectByteBufferAllocator.disposed,1705942920868000000,1705942980861000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705942920868000000,1705942980861000000,0
DirectByteBufferAllocator.reclaimed,1705942920868000000,1705942980861000000,0
DirectByteBufferAllocator.misses,1705942920868000000,1705942980861000000,0
FlushQueue.tasksExecuted,1705942920868000000,1705942980861000000,395
AWTEventQueue.dispatchTimeMaxNs,1705942920868000000,1705942980861000000,3178495
NonBlockingReadAction.finalizedExecutionTimeUs,1705942920868000000,1705942980861000000,84632
FlushQueue.executionTimeMaxNs,1705942920868000000,1705942980861000000,409599
AWTEventQueue.eventsDispatched,1705942920868000000,1705942980861000000,451
FlushQueue.waitingTime90PNs,1705942920868000000,1705942980861000000,264191
NonBlockingReadAction.failedExecutionsCount,1705942920868000000,1705942980861000000,0
FlushQueue.queueSizeMax,1705942920868000000,1705942980861000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705942920868000000,1705942980861000000,0
FlushQueue.waitingTimeMaxNs,1705942920868000000,1705942980861000000,647167
FlushQueue.executionTime90PNs,1705942920868000000,1705942980861000000,127999
AWTEventQueue.dispatchTime90PNs,1705942920868000000,1705942980861000000,274431
FlushQueue.queueSizeAvg,1705942920868000000,1705942980861000000,0.053164556962025315
AWTEventQueue.dispatchTimeAvgNs,1705942920868000000,1705942980861000000,203860.57649667407
FlushQueue.waitingTimeAvgNs,1705942920868000000,1705942980861000000,161570.04556962024
FlushQueue.executionTimeAvgNs,1705942920868000000,1705942980861000000,58714.97721518987
FlushQueue.queueSize90P,1705942920868000000,1705942980861000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705942920868000000,1705942980861000000,24
FileNameCache.totalMisses,1705942980861000000,1705943040858000000,0
FileNameCache.queries,1705942980861000000,1705943040858000000,516
FileNameCache.fastMisses,1705942980861000000,1705943040858000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705942980861000000,1705943040858000000,0
FilePageCache.maxRegisteredFiles,1705942980861000000,1705943040858000000,654
FilePageCache.maxCacheSizeInBytes,1705942980861000000,1705943040858000000,302284800
FilePageCache.disposedBuffers,1705942980861000000,1705943040858000000,0
FilePageCache.capacityInBytes,1705942980861000000,1705943040858000000,524288000
StorageLockContext.competingThreads.90P,1705942980861000000,1705943040858000000,0
FilePageCache.pageFastCacheHits,1705942980861000000,1705943040858000000,0
FilePageCache.pageHits,1705942980861000000,1705943040858000000,0
StorageLockContext.competingThreads.max,1705942980861000000,1705943040858000000,0
StorageLockContext.competingThreads.avg,1705942980861000000,1705943040858000000,0.0
FilePageCache.uncachedFileAccess,1705942980861000000,1705943040858000000,0
FilePageCache.totalPageDisposalsUs,1705942980861000000,1705943040858000000,0
DirectByteBufferAllocator.hits,1705942980861000000,1705943040858000000,0
FilePageCache.pageLoads,1705942980861000000,1705943040858000000,0
FilePageCache.totalPageLoadsUs,1705942980861000000,1705943040858000000,0
DirectByteBufferAllocator.disposed,1705942980861000000,1705943040858000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705942980861000000,1705943040858000000,0
DirectByteBufferAllocator.reclaimed,1705942980861000000,1705943040858000000,0
DirectByteBufferAllocator.misses,1705942980861000000,1705943040858000000,0
FlushQueue.tasksExecuted,1705942980861000000,1705943040858000000,394
AWTEventQueue.dispatchTimeMaxNs,1705942980861000000,1705943040858000000,3145727
NonBlockingReadAction.finalizedExecutionTimeUs,1705942980861000000,1705943040858000000,92807
FlushQueue.executionTimeMaxNs,1705942980861000000,1705943040858000000,385023
AWTEventQueue.eventsDispatched,1705942980861000000,1705943040858000000,454
FlushQueue.waitingTime90PNs,1705942980861000000,1705943040858000000,220159
NonBlockingReadAction.failedExecutionsCount,1705942980861000000,1705943040858000000,0
FlushQueue.queueSizeMax,1705942980861000000,1705943040858000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705942980861000000,1705943040858000000,0
FlushQueue.waitingTimeMaxNs,1705942980861000000,1705943040858000000,1540095
FlushQueue.executionTime90PNs,1705942980861000000,1705943040858000000,154623
AWTEventQueue.dispatchTime90PNs,1705942980861000000,1705943040858000000,266239
FlushQueue.queueSizeAvg,1705942980861000000,1705943040858000000,0.06091370558375635
AWTEventQueue.dispatchTimeAvgNs,1705942980861000000,1705943040858000000,194865.40969162996
FlushQueue.waitingTimeAvgNs,1705942980861000000,1705943040858000000,150888.77157360406
FlushQueue.executionTimeAvgNs,1705942980861000000,1705943040858000000,63782.862944162436
FlushQueue.queueSize90P,1705942980861000000,1705943040858000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705942980861000000,1705943040858000000,24
FileNameCache.totalMisses,1705943040858000000,1705943100864000000,0
FileNameCache.queries,1705943040858000000,1705943100864000000,516
FileNameCache.fastMisses,1705943040858000000,1705943100864000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705943040858000000,1705943100864000000,0
FilePageCache.maxRegisteredFiles,1705943040858000000,1705943100864000000,654
FilePageCache.maxCacheSizeInBytes,1705943040858000000,1705943100864000000,302284800
FilePageCache.disposedBuffers,1705943040858000000,1705943100864000000,0
FilePageCache.capacityInBytes,1705943040858000000,1705943100864000000,524288000
StorageLockContext.competingThreads.90P,1705943040858000000,1705943100864000000,0
FilePageCache.pageFastCacheHits,1705943040858000000,1705943100864000000,0
FilePageCache.pageHits,1705943040858000000,1705943100864000000,0
StorageLockContext.competingThreads.max,1705943040858000000,1705943100864000000,0
StorageLockContext.competingThreads.avg,1705943040858000000,1705943100864000000,0.0
FilePageCache.uncachedFileAccess,1705943040858000000,1705943100864000000,0
FilePageCache.totalPageDisposalsUs,1705943040858000000,1705943100864000000,0
DirectByteBufferAllocator.hits,1705943040858000000,1705943100864000000,0
FilePageCache.pageLoads,1705943040858000000,1705943100864000000,0
FilePageCache.totalPageLoadsUs,1705943040858000000,1705943100864000000,0
DirectByteBufferAllocator.disposed,1705943040858000000,1705943100864000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705943040858000000,1705943100864000000,0
DirectByteBufferAllocator.reclaimed,1705943040858000000,1705943100864000000,0
DirectByteBufferAllocator.misses,1705943040858000000,1705943100864000000,0
FlushQueue.tasksExecuted,1705943040858000000,1705943100864000000,395
AWTEventQueue.dispatchTimeMaxNs,1705943040858000000,1705943100864000000,3457023
NonBlockingReadAction.finalizedExecutionTimeUs,1705943040858000000,1705943100864000000,84975
FlushQueue.executionTimeMaxNs,1705943040858000000,1705943100864000000,1515519
AWTEventQueue.eventsDispatched,1705943040858000000,1705943100864000000,458
FlushQueue.waitingTime90PNs,1705943040858000000,1705943100864000000,218111
NonBlockingReadAction.failedExecutionsCount,1705943040858000000,1705943100864000000,0
FlushQueue.queueSizeMax,1705943040858000000,1705943100864000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705943040858000000,1705943100864000000,0
FlushQueue.waitingTimeMaxNs,1705943040858000000,1705943100864000000,1662975
FlushQueue.executionTime90PNs,1705943040858000000,1705943100864000000,140287
AWTEventQueue.dispatchTime90PNs,1705943040858000000,1705943100864000000,239615
FlushQueue.queueSizeAvg,1705943040858000000,1705943100864000000,0.06329113924050633
AWTEventQueue.dispatchTimeAvgNs,1705943040858000000,1705943100864000000,193957.15283842795
FlushQueue.waitingTimeAvgNs,1705943040858000000,1705943100864000000,147943.21012658227
FlushQueue.executionTimeAvgNs,1705943040858000000,1705943100864000000,63820.05063291139
FlushQueue.queueSize90P,1705943040858000000,1705943100864000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705943040858000000,1705943100864000000,24
FileNameCache.totalMisses,1705943100864000000,1705943160859000000,0
FileNameCache.queries,1705943100864000000,1705943160859000000,516
FileNameCache.fastMisses,1705943100864000000,1705943160859000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705943100864000000,1705943160859000000,0
FilePageCache.maxRegisteredFiles,1705943100864000000,1705943160859000000,654
FilePageCache.maxCacheSizeInBytes,1705943100864000000,1705943160859000000,302284800
FilePageCache.disposedBuffers,1705943100864000000,1705943160859000000,0
FilePageCache.capacityInBytes,1705943100864000000,1705943160859000000,524288000
StorageLockContext.competingThreads.90P,1705943100864000000,1705943160859000000,0
FilePageCache.pageFastCacheHits,1705943100864000000,1705943160859000000,0
FilePageCache.pageHits,1705943100864000000,1705943160859000000,0
StorageLockContext.competingThreads.max,1705943100864000000,1705943160859000000,0
StorageLockContext.competingThreads.avg,1705943100864000000,1705943160859000000,0.0
FilePageCache.uncachedFileAccess,1705943100864000000,1705943160859000000,0
FilePageCache.totalPageDisposalsUs,1705943100864000000,1705943160859000000,0
DirectByteBufferAllocator.hits,1705943100864000000,1705943160859000000,0
FilePageCache.pageLoads,1705943100864000000,1705943160859000000,0
FilePageCache.totalPageLoadsUs,1705943100864000000,1705943160859000000,0
DirectByteBufferAllocator.disposed,1705943100864000000,1705943160859000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705943100864000000,1705943160859000000,0
DirectByteBufferAllocator.reclaimed,1705943100864000000,1705943160859000000,0
DirectByteBufferAllocator.misses,1705943100864000000,1705943160859000000,0
FlushQueue.tasksExecuted,1705943100864000000,1705943160859000000,394
AWTEventQueue.dispatchTimeMaxNs,1705943100864000000,1705943160859000000,2981887
NonBlockingReadAction.finalizedExecutionTimeUs,1705943100864000000,1705943160859000000,89452
FlushQueue.executionTimeMaxNs,1705943100864000000,1705943160859000000,421887
AWTEventQueue.eventsDispatched,1705943100864000000,1705943160859000000,454
FlushQueue.waitingTime90PNs,1705943100864000000,1705943160859000000,192511
NonBlockingReadAction.failedExecutionsCount,1705943100864000000,1705943160859000000,0
FlushQueue.queueSizeMax,1705943100864000000,1705943160859000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705943100864000000,1705943160859000000,0
FlushQueue.waitingTimeMaxNs,1705943100864000000,1705943160859000000,364543
FlushQueue.executionTime90PNs,1705943100864000000,1705943160859000000,141311
AWTEventQueue.dispatchTime90PNs,1705943100864000000,1705943160859000000,245759
FlushQueue.queueSizeAvg,1705943100864000000,1705943160859000000,0.0532994923857868
AWTEventQueue.dispatchTimeAvgNs,1705943100864000000,1705943160859000000,179805.07488986783
FlushQueue.waitingTimeAvgNs,1705943100864000000,1705943160859000000,135470.65989847717
FlushQueue.executionTimeAvgNs,1705943100864000000,1705943160859000000,60099.817258883246
FlushQueue.queueSize90P,1705943100864000000,1705943160859000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705943100864000000,1705943160859000000,24
FileNameCache.totalMisses,1705943160859000000,1705943220855000000,0
FileNameCache.queries,1705943160859000000,1705943220855000000,586
FileNameCache.fastMisses,1705943160859000000,1705943220855000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705943160859000000,1705943220855000000,0
FilePageCache.maxRegisteredFiles,1705943160859000000,1705943220855000000,654
FilePageCache.maxCacheSizeInBytes,1705943160859000000,1705943220855000000,302284800
FilePageCache.disposedBuffers,1705943160859000000,1705943220855000000,0
FilePageCache.capacityInBytes,1705943160859000000,1705943220855000000,524288000
StorageLockContext.competingThreads.90P,1705943160859000000,1705943220855000000,0
FilePageCache.pageFastCacheHits,1705943160859000000,1705943220855000000,2
FilePageCache.pageHits,1705943160859000000,1705943220855000000,0
StorageLockContext.competingThreads.max,1705943160859000000,1705943220855000000,0
StorageLockContext.competingThreads.avg,1705943160859000000,1705943220855000000,0.0
FilePageCache.uncachedFileAccess,1705943160859000000,1705943220855000000,0
FilePageCache.totalPageDisposalsUs,1705943160859000000,1705943220855000000,0
DirectByteBufferAllocator.hits,1705943160859000000,1705943220855000000,0
FilePageCache.pageLoads,1705943160859000000,1705943220855000000,0
FilePageCache.totalPageLoadsUs,1705943160859000000,1705943220855000000,0
DirectByteBufferAllocator.disposed,1705943160859000000,1705943220855000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705943160859000000,1705943220855000000,0
DirectByteBufferAllocator.reclaimed,1705943160859000000,1705943220855000000,0
DirectByteBufferAllocator.misses,1705943160859000000,1705943220855000000,0
FlushQueue.tasksExecuted,1705943160859000000,1705943220855000000,395
AWTEventQueue.dispatchTimeMaxNs,1705943160859000000,1705943220855000000,2801663
NonBlockingReadAction.finalizedExecutionTimeUs,1705943160859000000,1705943220855000000,95518
FlushQueue.executionTimeMaxNs,1705943160859000000,1705943220855000000,403455
AWTEventQueue.eventsDispatched,1705943160859000000,1705943220855000000,456
FlushQueue.waitingTime90PNs,1705943160859000000,1705943220855000000,208895
NonBlockingReadAction.failedExecutionsCount,1705943160859000000,1705943220855000000,0
FlushQueue.queueSizeMax,1705943160859000000,1705943220855000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705943160859000000,1705943220855000000,0
FlushQueue.waitingTimeMaxNs,1705943160859000000,1705943220855000000,2572287
FlushQueue.executionTime90PNs,1705943160859000000,1705943220855000000,150527
AWTEventQueue.dispatchTime90PNs,1705943160859000000,1705943220855000000,288767
FlushQueue.queueSizeAvg,1705943160859000000,1705943220855000000,0.04810126582278481
AWTEventQueue.dispatchTimeAvgNs,1705943160859000000,1705943220855000000,188998.73684210525
FlushQueue.waitingTimeAvgNs,1705943160859000000,1705943220855000000,153843.36202531646
FlushQueue.executionTimeAvgNs,1705943160859000000,1705943220855000000,63635.037974683546
FlushQueue.queueSize90P,1705943160859000000,1705943220855000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705943160859000000,1705943220855000000,28
FileNameCache.totalMisses,1705943220855000000,1705943280869000000,0
FileNameCache.queries,1705943220855000000,1705943280869000000,516
FileNameCache.fastMisses,1705943220855000000,1705943280869000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705943220855000000,1705943280869000000,0
FilePageCache.maxRegisteredFiles,1705943220855000000,1705943280869000000,654
FilePageCache.maxCacheSizeInBytes,1705943220855000000,1705943280869000000,302284800
FilePageCache.disposedBuffers,1705943220855000000,1705943280869000000,0
FilePageCache.capacityInBytes,1705943220855000000,1705943280869000000,524288000
StorageLockContext.competingThreads.90P,1705943220855000000,1705943280869000000,0
FilePageCache.pageFastCacheHits,1705943220855000000,1705943280869000000,0
FilePageCache.pageHits,1705943220855000000,1705943280869000000,0
StorageLockContext.competingThreads.max,1705943220855000000,1705943280869000000,0
StorageLockContext.competingThreads.avg,1705943220855000000,1705943280869000000,0.0
FilePageCache.uncachedFileAccess,1705943220855000000,1705943280869000000,0
FilePageCache.totalPageDisposalsUs,1705943220855000000,1705943280869000000,0
DirectByteBufferAllocator.hits,1705943220855000000,1705943280869000000,0
FilePageCache.pageLoads,1705943220855000000,1705943280869000000,0
FilePageCache.totalPageLoadsUs,1705943220855000000,1705943280869000000,0
DirectByteBufferAllocator.disposed,1705943220855000000,1705943280869000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705943220855000000,1705943280869000000,0
DirectByteBufferAllocator.reclaimed,1705943220855000000,1705943280869000000,0
DirectByteBufferAllocator.misses,1705943220855000000,1705943280869000000,0
FlushQueue.tasksExecuted,1705943220855000000,1705943280869000000,394
AWTEventQueue.dispatchTimeMaxNs,1705943220855000000,1705943280869000000,3129343
NonBlockingReadAction.finalizedExecutionTimeUs,1705943220855000000,1705943280869000000,91289
FlushQueue.executionTimeMaxNs,1705943220855000000,1705943280869000000,450559
AWTEventQueue.eventsDispatched,1705943220855000000,1705943280869000000,453
FlushQueue.waitingTime90PNs,1705943220855000000,1705943280869000000,211967
NonBlockingReadAction.failedExecutionsCount,1705943220855000000,1705943280869000000,0
FlushQueue.queueSizeMax,1705943220855000000,1705943280869000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705943220855000000,1705943280869000000,0
FlushQueue.waitingTimeMaxNs,1705943220855000000,1705943280869000000,3162111
FlushQueue.executionTime90PNs,1705943220855000000,1705943280869000000,146431
AWTEventQueue.dispatchTime90PNs,1705943220855000000,1705943280869000000,274431
FlushQueue.queueSizeAvg,1705943220855000000,1705943280869000000,0.0583756345177665
AWTEventQueue.dispatchTimeAvgNs,1705943220855000000,1705943280869000000,192772.13245033112
FlushQueue.waitingTimeAvgNs,1705943220855000000,1705943280869000000,153944.1725888325
FlushQueue.executionTimeAvgNs,1705943220855000000,1705943280869000000,63369.3807106599
FlushQueue.queueSize90P,1705943220855000000,1705943280869000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705943220855000000,1705943280869000000,24
FileNameCache.totalMisses,1705943280869000000,1705943340865000000,0
FileNameCache.queries,1705943280869000000,1705943340865000000,516
FileNameCache.fastMisses,1705943280869000000,1705943340865000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705943280869000000,1705943340865000000,0
FilePageCache.maxRegisteredFiles,1705943280869000000,1705943340865000000,654
FilePageCache.maxCacheSizeInBytes,1705943280869000000,1705943340865000000,302284800
FilePageCache.disposedBuffers,1705943280869000000,1705943340865000000,0
FilePageCache.capacityInBytes,1705943280869000000,1705943340865000000,524288000
StorageLockContext.competingThreads.90P,1705943280869000000,1705943340865000000,0
FilePageCache.pageFastCacheHits,1705943280869000000,1705943340865000000,0
FilePageCache.pageHits,1705943280869000000,1705943340865000000,0
StorageLockContext.competingThreads.max,1705943280869000000,1705943340865000000,0
StorageLockContext.competingThreads.avg,1705943280869000000,1705943340865000000,0.0
FilePageCache.uncachedFileAccess,1705943280869000000,1705943340865000000,0
FilePageCache.totalPageDisposalsUs,1705943280869000000,1705943340865000000,0
DirectByteBufferAllocator.hits,1705943280869000000,1705943340865000000,0
FilePageCache.pageLoads,1705943280869000000,1705943340865000000,0
FilePageCache.totalPageLoadsUs,1705943280869000000,1705943340865000000,0
DirectByteBufferAllocator.disposed,1705943280869000000,1705943340865000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705943280869000000,1705943340865000000,0
DirectByteBufferAllocator.reclaimed,1705943280869000000,1705943340865000000,0
DirectByteBufferAllocator.misses,1705943280869000000,1705943340865000000,0
FlushQueue.tasksExecuted,1705943280869000000,1705943340865000000,395
AWTEventQueue.dispatchTimeMaxNs,1705943280869000000,1705943340865000000,4079615
NonBlockingReadAction.finalizedExecutionTimeUs,1705943280869000000,1705943340865000000,89493
FlushQueue.executionTimeMaxNs,1705943280869000000,1705943340865000000,448511
AWTEventQueue.eventsDispatched,1705943280869000000,1705943340865000000,457
FlushQueue.waitingTime90PNs,1705943280869000000,1705943340865000000,194559
NonBlockingReadAction.failedExecutionsCount,1705943280869000000,1705943340865000000,0
FlushQueue.queueSizeMax,1705943280869000000,1705943340865000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705943280869000000,1705943340865000000,0
FlushQueue.waitingTimeMaxNs,1705943280869000000,1705943340865000000,802815
FlushQueue.executionTime90PNs,1705943280869000000,1705943340865000000,147455
AWTEventQueue.dispatchTime90PNs,1705943280869000000,1705943340865000000,274431
FlushQueue.queueSizeAvg,1705943280869000000,1705943340865000000,0.05063291139240506
AWTEventQueue.dispatchTimeAvgNs,1705943280869000000,1705943340865000000,190912.45514223195
FlushQueue.waitingTimeAvgNs,1705943280869000000,1705943340865000000,142594.43037974683
FlushQueue.executionTimeAvgNs,1705943280869000000,1705943340865000000,64851.118987341775
FlushQueue.queueSize90P,1705943280869000000,1705943340865000000,0
NonBlockingReadAction.finalizedExecutionsCount,1705943280869000000,1705943340865000000,24
FileNameCache.totalMisses,1705943340865000000,1705943400869000000,0
FileNameCache.queries,1705943340865000000,1705943400869000000,516
FileNameCache.fastMisses,1705943340865000000,1705943400869000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1705943340865000000,1705943400869000000,0
FilePageCache.maxRegisteredFiles,1705943340865000000,1705943400869000000,654
FilePageCache.maxCacheSizeInBytes,1705943340865000000,1705943400869000000,302284800
FilePageCache.disposedBuffers,1705943340865000000,1705943400869000000,0
FilePageCache.capacityInBytes,1705943340865000000,1705943400869000000,524288000
StorageLockContext.competingThreads.90P,1705943340865000000,1705943400869000000,0
FilePageCache.pageFastCacheHits,1705943340865000000,1705943400869000000,0
FilePageCache.pageHits,1705943340865000000,1705943400869000000,0
StorageLockContext.competingThreads.max,1705943340865000000,1705943400869000000,0
StorageLockContext.competingThreads.avg,1705943340865000000,1705943400869000000,0.0
FilePageCache.uncachedFileAccess,1705943340865000000,1705943400869000000,0
FilePageCache.totalPageDisposalsUs,1705943340865000000,1705943400869000000,0
DirectByteBufferAllocator.hits,1705943340865000000,1705943400869000000,0
FilePageCache.pageLoads,1705943340865000000,1705943400869000000,0
FilePageCache.totalPageLoadsUs,1705943340865000000,1705943400869000000,0
DirectByteBufferAllocator.disposed,1705943340865000000,1705943400869000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1705943340865000000,1705943400869000000,0
DirectByteBufferAllocator.reclaimed,1705943340865000000,1705943400869000000,0
DirectByteBufferAllocator.misses,1705943340865000000,1705943400869000000,0
FlushQueue.tasksExecuted,1705943340865000000,1705943400869000000,394
AWTEventQueue.dispatchTimeMaxNs,1705943340865000000,1705943400869000000,4816895
NonBlockingReadAction.finalizedExecutionTimeUs,1705943340865000000,1705943400869000000,97394
FlushQueue.executionTimeMaxNs,1705943340865000000,1705943400869000000,493567
AWTEventQueue.eventsDispatched,1705943340865000000,1705943400869000000,456
FlushQueue.waitingTime90PNs,1705943340865000000,1705943400869000000,207871
NonBlockingReadAction.failedExecutionsCount,1705943340865000000,1705943400869000000,0
FlushQueue.queueSizeMax,1705943340865000000,1705943400869000000,1
NonBlockingReadAction.failedExecutionTimeUs,1705943340865000000,1705943400869000000,0
FlushQueue.waitingTimeMaxNs,1705943340865000000,1705943400869000000,4751359
FlushQueue.executionTime90PNs,1705943340865000000,1705943400869000000,150527
AWTEventQueue.dispatchTime90PNs,1705943340865000000,1705943400869000000,268287
FlushQueue.queueSizeAvg,1705943340865000000,1705943400869000000,0.06091370558375635
AWTEventQueue.dispatchTimeAvgNs,1705943340865000000,1705943400869000000,189597.05263157896
FlushQueue.waitingTimeAvgNs,1705943340865000000,1705943400869000000,159424.60913705584
